func_ov000_020773c0 kind:function(thumb,size=0x44) addr:0x2077360
_ZN23UnkStruct_027e0fd4_Unk18vfunc_0cEv kind:function(arm,size=0x8) addr:0x20b7804
func_ov000_020b786c kind:function(arm,size=0x34) addr:0x20b780c
_ZN13PlayerControl15ResetTouchWorldEv kind:function(arm,size=0x48) addr:0x20b7840
_ZN13PlayerControl17InitTouchMovementEv kind:function(arm,size=0x3c) addr:0x20b7888
_ZN13PlayerControl19func_ov000_020b7924Ei kind:function(arm,size=0x428) addr:0x20b78c4
_ZN13PlayerControl15ApplyTouchWorldEP5Vec3pi kind:function(arm,size=0x20) addr:0x20b7cec
_ZN13PlayerControl19func_ov000_020b7d6cEv kind:function(arm,size=0x8) addr:0x20b7d0c
func_ov000_020b7d74 kind:function(arm,size=0x7c) addr:0x20b7d14
func_ov000_020b7df0 kind:function(arm,size=0x7c) addr:0x20b7d90
_Z19func_ov000_020b7e6cPi kind:function(arm,size=0x38) addr:0x20b7e0c
func_ov000_020b7ea4 kind:function(arm,size=0x20) addr:0x20b7e44
func_ov000_020b7ec4 kind:function(thumb,size=0x24) addr:0x20b7e64
func_ov000_020b7ee8 kind:function(arm,size=0x40) addr:0x20b7e88
func_ov000_020b7f28 kind:function(arm,size=0xa4) addr:0x20b7ec8
func_ov000_020b7fcc kind:function(arm,size=0x1c) addr:0x20b7f6c
func_ov000_020b7fe8 kind:function(arm,size=0x14) addr:0x20b7f88
_ZN13PlayerManager4SaveEP15SaveItemManager kind:function(thumb,size=0x50) addr:0x20b7f9c
_ZN13PlayerManager17IncreaseMaxHealthEs kind:function(thumb,size=0x14) addr:0x20b7fec
_ZN13PlayerManager19UpdateShipMaxHealthEv kind:function(thumb,size=0x80) addr:0x20b8000
func_ov000_020b80e0 kind:function(arm,size=0x30) addr:0x20b8080
func_ov000_020b8110 kind:function(arm,size=0x24) addr:0x20b80b0
func_ov000_020b8134 kind:function(arm,size=0x14) addr:0x20b80d4
func_ov000_020b8148 kind:function(arm,size=0x1c) addr:0x20b80e8
func_ov000_020b8164 kind:function(arm,size=0x50) addr:0x20b8104
func_ov000_020b81b4 kind:function(arm,size=0x40) addr:0x20b8154
func_ov000_020b81f4 kind:function(arm,size=0xc) addr:0x20b8194
func_ov000_020b8200 kind:function(arm,size=0x10) addr:0x20b81a0
func_ov000_020b8210 kind:function(arm,size=0x38) addr:0x20b81b0
func_ov000_020b8248 kind:function(arm,size=0x38) addr:0x20b81e8
func_ov000_020b8280 kind:function(arm,size=0x8) addr:0x20b8220
func_ov000_020b8288 kind:function(arm,size=0x8) addr:0x20b8228
func_ov000_020b8290 kind:function(arm,size=0x2c) addr:0x20b8230
func_ov000_020b82bc kind:function(arm,size=0x2c) addr:0x20b825c
func_ov000_020b82e8 kind:function(arm,size=0x58) addr:0x20b8288
func_ov000_020b8340 kind:function(arm,size=0xb8) addr:0x20b82e0
func_ov000_020b83f8 kind:function(arm,size=0x20) addr:0x20b8398
func_ov000_020b8418 kind:function(arm,size=0x3c) addr:0x20b83b8
func_ov000_020b8454 kind:function(arm,size=0x24) addr:0x20b83f4
func_ov000_020b8478 kind:function(arm,size=0x24) addr:0x20b8418
func_ov000_020b849c kind:function(arm,size=0x34) addr:0x20b843c
func_ov000_020b84d0 kind:function(arm,size=0x8) addr:0x20b8470
func_ov000_020b84d8 kind:function(arm,size=0x54) addr:0x20b8478
func_ov000_020b852c kind:function(arm,size=0x10) addr:0x20b84cc
func_ov000_020b853c kind:function(arm,size=0x14) addr:0x20b84dc
func_ov000_020b8550 kind:function(arm,size=0x48) addr:0x20b84f0
func_ov000_020b8598 kind:function(arm,size=0x40) addr:0x20b8538
func_ov000_020b85d8 kind:function(thumb,size=0x28) addr:0x20b8578
func_ov000_020b8600 kind:function(arm,size=0x10) addr:0x20b85a0
func_ov000_020b8610 kind:function(arm,size=0x1c) addr:0x20b85b0
func_ov000_020b862c kind:function(arm,size=0x40) addr:0x20b85cc
func_ov000_020b866c kind:function(arm,size=0x8) addr:0x20b860c
func_ov000_020b8674 kind:function(arm,size=0x1c) addr:0x20b8614
func_ov000_020b8690 kind:function(arm,size=0x14) addr:0x20b8630
func_ov000_020b86a4 kind:function(arm,size=0x44) addr:0x20b8644
func_ov000_020b86e8 kind:function(arm,size=0x30) addr:0x20b8688
func_ov000_020b8718 kind:function(arm,size=0x8) addr:0x20b86b8
func_ov000_020b8720 kind:function(thumb,size=0x34) addr:0x20b86c0
func_ov000_020b8754 kind:function(thumb,size=0x14) addr:0x20b86f4
func_ov000_020b8768 kind:function(arm,size=0x28) addr:0x20b8708
func_ov000_020b8790 kind:function(arm,size=0x3c) addr:0x20b8730
func_ov000_020b87cc kind:function(arm,size=0x3c) addr:0x20b876c
func_ov000_020b8808 kind:function(arm,size=0x14) addr:0x20b87a8
func_ov000_020b881c kind:function(arm,size=0x14) addr:0x20b87bc
func_ov000_020b8830 kind:function(arm,size=0x2c) addr:0x20b87d0
_ZN13ActorNaviBase8vfunc_c4Ev kind:function(arm,size=0x2c) addr:0x20b87fc
_ZN13ActorNaviBase8vfunc_c8Ev kind:function(arm,size=0x2c) addr:0x20b8828
_ZN13ActorNaviBase8vfunc_30Ev kind:function(arm,size=0x8) addr:0x20b8854
_ZN13ActorNaviBase8vfunc_b8Ev kind:function(arm,size=0x8) addr:0x20b885c
_ZN13ActorNaviBase8vfunc_ccEPi kind:function(arm,size=0x2cc) addr:0x20b8864
_ZN13ActorNaviBase12GetOffsetPosEP5Vec3p kind:function(arm,size=0x1c) addr:0x20b8b30
_ZN13ActorNaviBase8vfunc_38Ev kind:function(arm,size=0x18) addr:0x20b8b4c
_ZN13ActorNaviBase8vfunc_d0Ev kind:function(arm,size=0x8c) addr:0x20b8b64
_ZN13ActorNaviBase19func_ov000_020b8c50Ev kind:function(arm,size=0x48) addr:0x20b8bf0
_ZN13ActorNaviBase19func_ov000_020b8c98Eiii kind:function(arm,size=0x9c) addr:0x20b8c38
_ZN13ActorNaviBase8vfunc_d4Ev kind:function(arm,size=0x444) addr:0x20b8cd4
_ZN13ActorNaviBase8vfunc_d8Ev kind:function(arm,size=0x4) addr:0x20b9118
_ZN13ActorNaviBase9SetActiveEb kind:function(arm,size=0x15c) addr:0x20b911c
_ZN13ActorNaviBase17TeleportAboveLinkEv kind:function(arm,size=0x58) addr:0x20b9278
_ZN13ActorNaviBase8vfunc_e0Ev kind:function(arm,size=0x42c) addr:0x20b92d0
_ZN13ActorNaviBase8vfunc_e4Ev kind:function(arm,size=0x14) addr:0x20b96fc
_ZN13ActorNaviBase19func_ov000_020b9770Ei kind:function(arm,size=0x70) addr:0x20b9710
_ZN13ActorNaviBase8vfunc_e8Ev kind:function(arm,size=0x184) addr:0x20b9780
_ZN13ActorNaviBase8vfunc_14Ej kind:function(arm,size=0x368) addr:0x20b9904
_ZN13ActorNaviBase8vfunc_18Ej kind:function(arm,size=0x310) addr:0x20b9c6c
_ZN13ActorNaviBase19func_ov000_020b9fdcEv kind:function(arm,size=0xc) addr:0x20b9f7c
_ZN13ActorNaviBase19func_ov000_020b9fe8Ev kind:function(arm,size=0xec) addr:0x20b9f88
_ZN13ActorNaviBase8vfunc_20Eb kind:function(arm,size=0x9c) addr:0x20ba074
_ZN13ActorNaviBase8vfunc_10Ej kind:function(arm,size=0x94) addr:0x20ba110
_ZN13ActorNaviBase19func_ov000_020ba204EP5Vec3pS1_i kind:function(arm,size=0x14c) addr:0x20ba1a4
_Z19func_ov000_020ba350i kind:function(arm,size=0x14) addr:0x20ba2f0
_ZN13ActorNaviBase8vfunc_c0EP5Vec3p kind:function(arm,size=0x50) addr:0x20ba304
_ZN13ActorNaviBase19func_ov000_020ba3b4Ev kind:function(arm,size=0x60) addr:0x20ba354
_ZN13ActorNaviBase19func_ov000_020ba414EP5Vec3p kind:function(arm,size=0x44) addr:0x20ba3b4
_ZN13ActorNaviBase19func_ov000_020ba458Ev kind:function(arm,size=0x8c) addr:0x20ba3f8
_ZN13ActorNaviBase19func_ov000_020ba4e4Ev kind:function(arm,size=0x58) addr:0x20ba484
_ZN13ActorNaviBase19func_ov000_020ba53cEv kind:function(arm,size=0x74) addr:0x20ba4dc
_ZN13ActorNaviBase8vfunc_80Ev kind:function(arm,size=0x24) addr:0x20ba550
_ZN13ActorNaviBase8vfunc_84Ev kind:function(arm,size=0x18) addr:0x20ba574
_ZN13ActorNaviBase8vfunc_78Ev kind:function(arm,size=0x288) addr:0x20ba58c
_ZN13ActorNaviBase8vfunc_bcEici kind:function(arm,size=0x400) addr:0x20ba814
_ZN13ActorNaviBase8vfunc_74Ev kind:function(arm,size=0x34) addr:0x20bac14
_ZN13ActorNaviBase19func_ov000_020baca8EP5Vec3pi kind:function(arm,size=0x70) addr:0x20bac48
_ZN13ActorNaviBase19func_ov000_020bad18Ev kind:function(arm,size=0x2c) addr:0x20bacb8
_ZN13ActorNaviBase8vfunc_90Ev kind:function(arm,size=0x224) addr:0x20bace4
_ZN13ActorNaviBase8vfunc_94Ev kind:function(arm,size=0x144) addr:0x20baf08
_ZN13ActorNaviBase19func_ov000_020bb0acEv kind:function(arm,size=0x34) addr:0x20bb04c
_ZN13ActorNaviBase19func_ov000_020bb0e0Ev kind:function(arm,size=0x34) addr:0x20bb080
_ZN13ActorNaviBase8vfunc_ecEv kind:function(arm,size=0x4) addr:0x20bb0b4
func_ov000_020bb118 kind:function(arm,size=0x1c) addr:0x20bb0b8
func_ov000_020bb134 kind:function(arm,size=0x1c) addr:0x20bb0d4
func_ov000_020bb150 kind:function(arm,size=0x14) addr:0x20bb0f0
func_ov000_020bb164 kind:function(arm,size=0x94) addr:0x20bb104
_ZN15ItemModelLoaderC1Ev kind:function(thumb,size=0xf4) addr:0x20bb198
_ZN15ItemModelLoader19func_ov000_020bb2ecEv kind:function(thumb,size=0x60) addr:0x20bb28c
_ZN15ItemModelLoader19func_ov000_020bb34cEv kind:function(thumb,size=0x2c) addr:0x20bb2ec
_ZN15ItemModelLoader19func_ov000_020bb378Ei kind:function(thumb,size=0x18) addr:0x20bb318
_ZN15ItemModelLoader19func_ov000_020bb390Ei kind:function(thumb,size=0x18) addr:0x20bb330
_ZN15ItemModelLoader19func_ov000_020bb3a8Ei kind:function(thumb,size=0xc) addr:0x20bb348
_ZN15ItemModelLoader19func_ov000_020bb3b4EiPc kind:function(thumb,size=0x20) addr:0x20bb354
_ZN15ItemModelLoader19func_ov000_020bb3d4Eii kind:function(thumb,size=0x20) addr:0x20bb374
_ZN15ItemModelLoader19func_ov000_020bb3f4EPc kind:function(thumb,size=0x20) addr:0x20bb394
_ZN15ItemModelLoader19func_ov000_020bb414Ei kind:function(thumb,size=0xc) addr:0x20bb3b4
_ZN15ItemModelLoader19func_ov000_020bb420Ei kind:function(thumb,size=0xc) addr:0x20bb3c0
_ZN15ItemModelLoader19func_ov000_020bb42cEi kind:function(thumb,size=0x20) addr:0x20bb3cc
_ZN14PlayerLinkBase12GetMaxHealthEv kind:function(arm,size=0x20) addr:0x20bb3ec
_ZN14PlayerLinkBase8vfunc_10EP8Cylinder kind:function(arm,size=0x70) addr:0x20bb40c
_ZN14PlayerLinkBase8vfunc_14EP8Cylinder kind:function(arm,size=0x30) addr:0x20bb47c
_ZN14PlayerLinkBase13UnequipPotionEv kind:function(arm,size=0x38) addr:0x20bb4ac
_ZN14PlayerLinkBase15ChangeLinkStateEi kind:function(arm,size=0x50) addr:0x20bb4e4
_ZN14PlayerLinkBase15SetLinkSubStateEii kind:function(arm,size=0x5c) addr:0x20bb534
_ZN14PlayerLinkBase20GetPlayerControlDataEi kind:function(arm,size=0x14) addr:0x20bb590
_ZN14PlayerLinkBase13GetDistanceToEP5Vec3pPiS2_ kind:function(arm,size=0x88) addr:0x20bb5a4
_ZN14PlayerLinkBase19func_ov000_020bb68cEP5Vec3p kind:function(arm,size=0x48) addr:0x20bb62c
_ZN14PlayerLinkBase19func_ov000_020bb6d4Ev kind:function(arm,size=0x13c) addr:0x20bb674
_ZN14PlayerLinkBase19func_ov000_020bb810EP5Vec3pi kind:function(arm,size=0xb4) addr:0x20bb7b0
_ZN14PlayerLinkBase19func_ov000_020bb8c4EP5Vec3p kind:function(arm,size=0x84) addr:0x20bb864
_ZN14PlayerLinkBase6TurnToEP5Vec3p kind:function(arm,size=0x68) addr:0x20bb8e8
_ZN14PlayerLinkBase19func_ov000_020bb9b0Ev kind:function(arm,size=0x18) addr:0x20bb950
_ZN14PlayerLinkBase19func_ov000_020bb9c8Ev kind:function(arm,size=0x1c) addr:0x20bb968
_ZN14PlayerLinkBase19func_ov000_020bb9e4Ev kind:function(arm,size=0x1c) addr:0x20bb984
_ZN14PlayerLinkBase19func_ov000_020bba00Ev kind:function(arm,size=0x14) addr:0x20bb9a0
_ZN14PlayerLinkBase19func_ov000_020bba14Ev kind:function(arm,size=0x14) addr:0x20bb9b4
_ZN14PlayerLinkBase19func_ov000_020bba28Ev kind:function(arm,size=0x20) addr:0x20bb9c8
_ZN14PlayerLinkBase19func_ov000_020bba48Ev kind:function(arm,size=0x18) addr:0x20bb9e8
_ZN14PlayerLinkBase8vfunc_18Ei kind:function(arm,size=0x20) addr:0x20bba00
_ZN14PlayerLinkBase7CanMoveEv kind:function(arm,size=0x20) addr:0x20bba20
_ZN14PlayerLinkBase8vfunc_58Ev kind:function(arm,size=0x8) addr:0x20bba40
_ZN14PlayerLinkBase8vfunc_5cEv kind:function(arm,size=0x8) addr:0x20bba48
_ZN14PlayerLinkBase8vfunc_60Ev kind:function(arm,size=0x8) addr:0x20bba50
_ZN14PlayerLinkBase8vfunc_64Ev kind:function(arm,size=0x4) addr:0x20bba58
_ZN14PlayerLinkBase19func_ov000_020bbabcEv kind:function(arm,size=0x5c) addr:0x20bba5c
_ZN14PlayerLinkBase19func_ov000_020bbb18Ev kind:function(arm,size=0x4c) addr:0x20bbab8
_ZN14PlayerLinkBase19func_ov000_020bbb64Ev kind:function(arm,size=0x14) addr:0x20bbb04
_ZN14PlayerLinkBase19func_ov000_020bbb78Ev kind:function(arm,size=0x40) addr:0x20bbb18
_ZN14PlayerLinkBase19func_ov000_020bbbb8Ev kind:function(arm,size=0x18) addr:0x20bbb58
_ZN14PlayerLinkBase19func_ov000_020bbbd0Eii kind:function(arm,size=0x98) addr:0x20bbb70
_ZN14PlayerLinkBase19func_ov000_020bbc68Ei kind:function(arm,size=0xd8) addr:0x20bbc08
_ZN14PlayerLinkBase19func_ov000_020bbd40Ev kind:function(arm,size=0x20) addr:0x20bbce0
_ZN14PlayerLinkBase19func_ov000_020bbd60Ev kind:function(arm,size=0x20) addr:0x20bbd00
_ZN14PlayerLinkBase19func_ov000_020bbd80Ei kind:function(arm,size=0x114) addr:0x20bbd20
_ZN14PlayerLinkBase19func_ov000_020bbe94Ev kind:function(arm,size=0x40) addr:0x20bbe34
_ZN14PlayerLinkBase8vfunc_30EiP5Vec3pi kind:function(arm,size=0x1b4) addr:0x20bbe74
_ZN14PlayerLinkBase19func_ov000_020bc088Ev kind:function(arm,size=0x10) addr:0x20bc028
_ZN14PlayerLinkBase14GetItemManagerEv kind:function(arm,size=0x10) addr:0x20bc038
_ZN14PlayerLinkBase8vfunc_70EiP5Vec3pi kind:function(arm,size=0x120) addr:0x20bc048
_ZN14PlayerLinkBase19func_ov000_020bc1c8Eiii kind:function(arm,size=0x48) addr:0x20bc168
_ZN14PlayerLinkBase19func_ov000_020bc210Ev kind:function(arm,size=0x18) addr:0x20bc1b0
_ZN14PlayerLinkBase11SetVelocityEP5Vec3pb kind:function(arm,size=0x54) addr:0x20bc1c8
_ZN14PlayerLinkBase8vfunc_6cEv kind:function(arm,size=0x4) addr:0x20bc21c
_ZN14PlayerLinkBase19func_ov000_020bc280Es kind:function(arm,size=0x54) addr:0x20bc220
_ZN14PlayerLinkBase19func_ov000_020bc2d4Ei kind:function(arm,size=0x4c) addr:0x20bc274
_ZN14PlayerLinkBase19func_ov000_020bc320Eiii kind:function(arm,size=0x78) addr:0x20bc2c0
_ZN14PlayerLinkBase19func_ov000_020bc398Eii kind:function(arm,size=0xd4) addr:0x20bc338
_ZN14PlayerLinkBase19GetCurrentCharacterEv kind:function(arm,size=0x20) addr:0x20bc40c
_ZN14PlayerLinkBase9GetHealthEi kind:function(arm,size=0x8) addr:0x20bc42c
_ZN14PlayerLinkBase9AddHealthEsi kind:function(arm,size=0x18) addr:0x20bc434
_ZN14PlayerLinkBase19func_ov000_020bc4acEv kind:function(arm,size=0x54) addr:0x20bc44c
_ZN14PlayerLinkBase10GetStateIdEv kind:function(arm,size=0x20) addr:0x20bc4a0
_ZN14PlayerLinkBase19func_ov000_020bc520EP5Vec3p kind:function(arm,size=0x1b4) addr:0x20bc4c0
_ZN14PlayerLinkBase10GetEquipIdEv kind:function(arm,size=0x48) addr:0x20bc674
_ZN14PlayerLinkBase4GrabEv kind:function(arm,size=0xc4) addr:0x20bc6bc
_ZN14PlayerLinkBase19func_ov000_020bc7e0Ei kind:function(arm,size=0x18) addr:0x20bc780
_ZN14PlayerLinkBase14GetGrabActorIdEv kind:function(arm,size=0x10) addr:0x20bc798
_ZN14PlayerLinkBase19func_ov000_020bc808Ev kind:function(arm,size=0x44) addr:0x20bc7a8
_ZN14PlayerLinkBase19func_ov000_020bc84cEv kind:function(arm,size=0x8) addr:0x20bc7ec
_ZN14PlayerLinkBase19func_ov000_020bc854EP5Vec3p kind:function(arm,size=0x64) addr:0x20bc7f4
_ZN14PlayerLinkBase13UpdateTilePosEP5Vec3pi kind:function(arm,size=0x54) addr:0x20bc858
_ZN14PlayerLinkBase19func_ov000_020bc90cEPii kind:function(arm,size=0x54) addr:0x20bc8ac
_ZN14PlayerLinkBase19func_ov000_020bc960Eiii kind:function(arm,size=0xec) addr:0x20bc900
_ZN14PlayerLinkBase22TeleportToLastEntranceEb kind:function(thumb,size=0x48) addr:0x20bc9ec
_ZN14PlayerLinkBase18TeleportToEntranceEib kind:function(arm,size=0x44) addr:0x20bca34
_ZN14PlayerLinkBase8TeleportEP5Vec3psibb kind:function(arm,size=0x14c) addr:0x20bca78
_ZN14PlayerLinkBase8vfunc_74Ev kind:function(thumb,size=0x8) addr:0x20bcbc4
_ZN14PlayerLinkBase20GongoronCollidesWithEP8Cylinder kind:function(arm,size=0x44) addr:0x20bcbcc
_ZN14PlayerLinkBase8vfunc_78Ev kind:function(arm,size=0x8) addr:0x20bcc10
_ZN14PlayerLinkBase19func_ov000_020bcc78Ev kind:function(arm,size=0x50) addr:0x20bcc18
_ZN14PlayerLinkBase19func_ov000_020bccc8Ev kind:function(arm,size=0xf0) addr:0x20bcc68
_ZN14PlayerLinkBase19func_ov000_020bcdb8Ev kind:function(arm,size=0x34) addr:0x20bcd58
_ZN14PlayerLinkBase19func_ov000_020bcdecEP5Vec3ps kind:function(arm,size=0x5c) addr:0x20bcd8c
_ZN14PlayerLinkBase16PlayItemCutsceneEi kind:function(arm,size=0x80) addr:0x20bcde8
_ZN14PlayerLinkBase19func_ov000_020bcec8Ev kind:function(arm,size=0x34) addr:0x20bce68
_ZN14PlayerLinkBase19func_ov000_020bcefcEv kind:function(arm,size=0x30) addr:0x20bce9c
_ZN14PlayerLinkBase19func_ov000_020bcf2cEv kind:function(arm,size=0x24) addr:0x20bcecc
_ZN14PlayerLinkBase19func_ov000_020bcf50EP5Vec3pi kind:function(arm,size=0x34) addr:0x20bcef0
_ZN14PlayerLinkBase19func_ov000_020bcf84EP5Vec3pS1_ kind:function(arm,size=0x34) addr:0x20bcf24
_ZN14PlayerLinkBase19func_ov000_020bcfb8Ei kind:function(arm,size=0x78) addr:0x20bcf58
_ZN14PlayerLinkBase19func_ov000_020bd030Ei kind:function(arm,size=0x40) addr:0x20bcfd0
_ZN14PlayerLinkBase19func_ov000_020bd070Ei kind:function(arm,size=0x38) addr:0x20bd010
_ZN14PlayerLinkBase19func_ov000_020bd0a8Ev kind:function(arm,size=0x14) addr:0x20bd048
_ZN14PlayerLinkBase19func_ov000_020bd0bcEP5Vec3pi kind:function(arm,size=0x1ac) addr:0x20bd05c
_ZN14PlayerLinkBase19func_ov000_020bd268Ev kind:function(arm,size=0x54) addr:0x20bd208
_ZN14PlayerLinkBase19func_ov000_020bd2bcEv kind:function(arm,size=0x48) addr:0x20bd25c
_ZN14PlayerLinkBase19func_ov000_020bd304Ev kind:function(arm,size=0x14) addr:0x20bd2a4
_ZN14PlayerLinkBase19func_ov000_020bd318Ev kind:function(arm,size=0x48) addr:0x20bd2b8
_ZN14PlayerLinkBase8vfunc_7cEv kind:function(arm,size=0x4) addr:0x20bd300
_ZN14PlayerLinkBase18SetPlayerCharacterEi kind:function(arm,size=0x4c) addr:0x20bd304
_ZN14PlayerLinkBase19func_ov000_020bd3b0Eiiis kind:function(arm,size=0x128) addr:0x20bd350
_ZN14PlayerLinkBase11SetPositionEP5Vec3p kind:function(arm,size=0x24) addr:0x20bd478
_ZN14PlayerLinkBase8SetAngleEPs kind:function(arm,size=0x14) addr:0x20bd49c
_ZN14PlayerLinkBase19func_ov000_020bd510EiPi kind:function(arm,size=0xe0) addr:0x20bd4b0
_ZN14PlayerLinkBase8vfunc_68Ev kind:function(arm,size=0x4) addr:0x20bd590
_ZN14PlayerLinkBase9SetUnk_5eEv kind:function(thumb,size=0x8) addr:0x20bd594
_ZN14PlayerLinkBase11ResetUnk_5eEv kind:function(thumb,size=0x8) addr:0x20bd59c
func_ov000_020bd604 kind:function(thumb,size=0x14) addr:0x20bd5a4
func_ov000_020bd618 kind:function(thumb,size=0x14) addr:0x20bd5b8
func_ov000_020bd62c kind:function(arm,size=0x8) addr:0x20bd5cc
func_ov000_020bd634 kind:function(arm,size=0x8) addr:0x20bd5d4
func_ov000_020bd63c kind:function(arm,size=0x38) addr:0x20bd5dc
func_ov000_020bd674 kind:function(arm,size=0x1c) addr:0x20bd614
func_ov000_020bd690 kind:function(thumb,size=0x88) addr:0x20bd630
func_ov000_020bd718 kind:function(thumb,size=0x10) addr:0x20bd6b8
func_ov000_020bd728 kind:function(thumb,size=0x70) addr:0x20bd6c8
func_ov000_020bd798 kind:function(thumb,size=0x40) addr:0x20bd738
func_ov000_020bd7d8 kind:function(arm,size=0x16c) addr:0x20bd778
func_ov000_020bd944 kind:function(arm,size=0x14) addr:0x20bd8e4
func_ov000_020bd958 kind:function(arm,size=0x4fc) addr:0x20bd8f8
func_ov000_020bde54 kind:function(arm,size=0x60) addr:0x20bddf4
func_ov000_020bdeb4 kind:function(arm,size=0x10c) addr:0x20bde54
func_ov000_020bdfc0 kind:function(arm,size=0x1d8) addr:0x20bdf60
func_ov000_020be198 kind:function(arm,size=0x30) addr:0x20be138
func_ov000_020be1c8 kind:function(arm,size=0x20) addr:0x20be168
func_ov000_020be1e8 kind:function(arm,size=0x14) addr:0x20be188
func_ov000_020be1fc kind:function(arm,size=0x1c) addr:0x20be19c
func_ov000_020be218 kind:function(arm,size=0x7c) addr:0x20be1b8
func_ov000_020be294 kind:function(arm,size=0x178) addr:0x20be234
func_ov000_020be40c kind:function(arm,size=0xc) addr:0x20be3ac
func_ov000_020be418 kind:function(arm,size=0x4c) addr:0x20be3b8
func_ov000_020be464 kind:function(arm,size=0x78) addr:0x20be404
func_ov000_020be4dc kind:function(arm,size=0x64) addr:0x20be47c
func_ov000_020be540 kind:function(arm,size=0x134) addr:0x20be4e0
func_ov000_020be674 kind:function(arm,size=0x98) addr:0x20be614
LoadEquipItemModel kind:function(arm,size=0xd0) addr:0x20be6ac
func_ov000_020be7dc kind:function(arm,size=0x100) addr:0x20be77c
_ZN9EquipItem8vfunc_00Ev kind:function(arm,size=0x4) addr:0x20be87c
_ZN9EquipItem8vfunc_1cEv kind:function(arm,size=0x4) addr:0x20be880
_ZNK9EquipItem8IsUsableEi kind:function(arm,size=0x18) addr:0x20be884
_ZNK9EquipItem7IsInUseEv kind:function(arm,size=0x8) addr:0x20be89c
_ZN9EquipItem11UpdateInUseEi kind:function(arm,size=0x60) addr:0x20be8a4
_ZN9EquipItem8vfunc_2cEv kind:function(arm,size=0x8) addr:0x20be904
_ZN9EquipItem8vfunc_34EPs kind:function(arm,size=0x4) addr:0x20be90c
_ZNK9EquipItem8vfunc_40Ev kind:function(arm,size=0x8) addr:0x20be910
_ZNK9EquipItem8vfunc_44Ei kind:function(arm,size=0x8) addr:0x20be918
_ZNK9EquipItem8vfunc_48Ei kind:function(arm,size=0x8) addr:0x20be920
_ZNK9EquipItem8vfunc_4cEv kind:function(arm,size=0x8) addr:0x20be928
_ZN9EquipItem12GetPlayerPosEv kind:function(arm,size=0xc) addr:0x20be930
_ZN9EquipItem19func_ov000_020be99cEP5Vec3p kind:function(arm,size=0x48) addr:0x20be93c
_ZN9EquipItem19func_ov000_020be9e4Eiiis kind:function(arm,size=0x14c) addr:0x20be984
_ZN9EquipItem7GetAmmoEv kind:function(arm,size=0x2c) addr:0x20bead0
_ZN9EquipItem8GiveAmmoEj kind:function(arm,size=0x34) addr:0x20beafc
_ZNK9EquipItem9GetHitboxEP8Cylinder kind:function(arm,size=0x18) addr:0x20beb30
_ZN24UnkStruct_ov000_020beba8C1Ei kind:function(arm,size=0x18) addr:0x20beb48
_ZN24UnkStruct_ov000_020beba8C2Ei kind:function(arm,size=0x18) addr:0x20beb60
_ZN24UnkStruct_ov000_020beba88vfunc_08EPs kind:function(arm,size=0x84) addr:0x20beb78
_ZN24UnkStruct_ov000_020beba88vfunc_0cEPs kind:function(arm,size=0x84) addr:0x20bebfc
_ZN24UnkStruct_ov000_020beba88vfunc_10EPi kind:function(arm,size=0x9c) addr:0x20bec80
_ZN24UnkStruct_ov000_020beba88vfunc_18EPi kind:function(arm,size=0x50) addr:0x20bed1c
_ZN24UnkStruct_ov000_020beba88vfunc_14EPt kind:function(arm,size=0x98) addr:0x20bed6c
_ZN24UnkStruct_ov000_020beba8D1Ev kind:function(arm,size=0x14) addr:0x20bee04
_ZN24UnkStruct_ov000_020beba8D0Ev kind:function(arm,size=0x1c) addr:0x20bee18
func_ov000_020bee94 kind:function(arm,size=0x3c) addr:0x20bee34
func_ov000_020beed0 kind:function(arm,size=0x40) addr:0x20bee70
func_ov000_020bef10 kind:function(arm,size=0x8) addr:0x20beeb0
func_ov000_020bef18 kind:function(arm,size=0xc8) addr:0x20beeb8
func_ov000_020befe0 kind:function(arm,size=0x1c) addr:0x20bef80
_ZN10EquipSword8vfunc_00Ev kind:function(arm,size=0x4) addr:0x20bef9c
_ZNK10EquipSword5GetIdEv kind:function(arm,size=0x8) addr:0x20befa0
_ZN10EquipSword19func_ov000_020bf008Ess kind:function(arm,size=0x20) addr:0x20befa8
_ZN10EquipSword19func_ov000_020bf028Ev kind:function(arm,size=0x60) addr:0x20befc8
_ZN10EquipSword19func_ov000_020bf088Ev kind:function(arm,size=0x104) addr:0x20bf028
_ZN10EquipSword8vfunc_10Ev kind:function(thumb,size=0x34) addr:0x20bf12c
_ZN10EquipSword11UpdateInUseEi kind:function(arm,size=0xb0) addr:0x20bf160
_ZN10EquipSword8vfunc_18Ev kind:function(arm,size=0x68) addr:0x20bf210
_ZN10EquipSword8vfunc_1cEv kind:function(arm,size=0x58) addr:0x20bf278
_ZN10EquipSword19func_ov000_020bf330Ev kind:function(arm,size=0x1c4) addr:0x20bf2d0
_ZN10EquipSword19func_ov000_020bf4f4Ev kind:function(arm,size=0x44) addr:0x20bf494
_ZN10EquipSword8vfunc_30Ev kind:function(arm,size=0xa38) addr:0x20bf4d8
_ZN10EquipSword12GetEquipRopeEv kind:function(arm,size=0x10) addr:0x20bff10
_Z19func_ov000_020bff80Pv kind:function(arm,size=0x14) addr:0x20bff20
_ZN10EquipSword8vfunc_38Ei kind:function(arm,size=0x248) addr:0x20bff34
